route,total_price,total_flight_time,total_flight_minutes,leg1_flight,leg1_airline,leg1_departure,leg1_arrival,leg1_price,leg1_duration,leg2_flight,leg2_airline,leg2_departure,leg2_arrival,leg2_price,leg2_duration,leg3_flight,leg3_airline,leg3_departure,leg3_arrival,leg3_price,leg3_duration
CHS → ORD → NYC → AUS,618,9h 4m,544,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→LGA,American,10:02 AM,1:17 PM,$184,2 hr 15 min,JFK→AUS,Delta,5:55 PM,9:10 PM,$209,4 hr 15 min
CHS → ORD → NYC → AUS,618,9h 10m,550,CHS→ORD,American,7:07 AM,8:47 AM,$195,2 hr 40 min,ORD→LGA,American,11:54 AM,3:09 PM,$214,2 hr 15 min,JFK→AUS,Delta,5:55 PM,9:10 PM,$209,4 hr 15 min
AUS → ORD → NYC → CHS,618,7h 35m,455,AUS→ORD,United,8:45 AM,11:36 AM,$220,2 hr 51 min,ORD→LGA,United,12:50 PM,4:08 PM,$309,2 hr 18 min,LGA→CHS,American,6:30 PM,8:56 PM,$89,2 hr 26 min
AUS → ORD → NYC → CHS,618,7h 35m,455,AUS→ORD,United,8:45 AM,11:36 AM,$220,2 hr 51 min,ORD→LGA,United,1:55 PM,5:13 PM,$309,2 hr 18 min,LGA→CHS,American,6:30 PM,8:56 PM,$89,2 hr 26 min
AUS → NYC → ORD → CHS,618,8h 38m,518,AUS→EWR,Spirit,9:25 AM,1:54 PM,$209,3 hr 29 min,LGA→ORD,American,2:12 PM,4:04 PM,$214,2 hr 52 min,ORD→CHS,AmericanAlaska,7:49 PM,11:06 PM,$195,2 hr 17 min
CHS → ORD → NYC → BNA,619,7h 51m,471,CHS→ORD,American,7:07 AM,8:47 AM,$195,2 hr 40 min,ORD→LGA,United,8:50 AM,12:08 PM,$228,2 hr 18 min,JFK→BNA,American,3:59 PM,5:52 PM,$196,2 hr 53 min
CHS → NYC → ORD → BNA,619,6h 41m,401,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→BNA,United,3:37 PM,5:24 PM,$179,1 hr 47 min
CHS → NYC → ORD → BNA,619,6h 40m,400,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→BNA,United,6:10 PM,7:56 PM,$179,1 hr 46 min
CHS → NYC → ORD → BNA,619,6h 41m,401,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→BNA,United,8:10 PM,9:57 PM,$179,1 hr 47 min
CHS → NYC → ORD → BNA,619,6h 37m,397,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→BNA,United,10:00 PM,11:43 PM,$179,1 hr 43 min
ORD → NYC → BNA → CHS,619,6h 21m,381,ORD→LGA,American,6:02 AM,9:14 AM,$99,2 hr 12 min,EWR→BNA,United,9:35 AM,11:19 AM,$325,2 hr 44 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
ORD → NYC → BNA → CHS,619,6h 36m,396,ORD→LGA,United,8:00 AM,11:18 AM,$228,2 hr 18 min,JFK→BNA,American,3:59 PM,5:52 PM,$196,2 hr 53 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
ORD → NYC → BNA → CHS,619,6h 16m,376,ORD→JFK,JetBlue,8:31 AM,11:49 AM,$195,2 hr 18 min,LGA→BNA,Delta,1:55 PM,3:28 PM,$229,2 hr 33 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
ORD → NYC → BNA → CHS,619,6h 36m,396,ORD→LGA,United,8:50 AM,12:08 PM,$228,2 hr 18 min,JFK→BNA,American,3:59 PM,5:52 PM,$196,2 hr 53 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
CHS → NYC → ORD → AUS,619,7h 48m,468,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→AUS,American,11:05 AM,1:59 PM,$179,2 hr 54 min
CHS → NYC → ORD → AUS,619,7h 51m,471,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→AUS,American,2:52 PM,5:49 PM,$179,2 hr 57 min
CHS → NYC → ORD → AUS,619,7h 51m,471,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→ORD,American,9:03 AM,10:58 AM,$127,2 hr 55 min,ORD→AUS,American,8:54 PM,11:51 PM,$179,2 hr 57 min
AUS → ORD → NYC → CHS,619,7h 18m,438,AUS→ORD,American,6:42 AM,9:35 AM,$129,2 hr 53 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,EWR→CHS,United,4:30 PM,6:41 PM,$126,2 hr 11 min
AUS → ORD → NYC → CHS,619,7h 22m,442,AUS→ORD,Southwest,10:30 AM,1:15 PM,$290,2 hr 45 min,ORD→EWR,American,4:07 PM,7:29 PM,$220,2 hr 22 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,619,7h 26m,446,AUS→ORD,American,12:16 PM,3:05 PM,$290,2 hr 49 min,ORD→EWR,American,4:07 PM,7:29 PM,$220,2 hr 22 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
NYC → CHS → ORD → BNA,620,6h 58m,418,JFK→CHS,Delta,2:47 PM,5:12 PM,$129,2 hr 25 min,CHS→ORD,American,6:32 PM,8:25 PM,$322,2 hr 53 min,ORD→BNA,American,10:19 PM,11:59 PM,$169,1 hr 40 min
BNA → ORD → NYC → CHS,620,6h 26m,386,BNA→ORD,American,5:00 AM,6:52 AM,$169,1 hr 52 min,ORD→LGA,American,1:39 PM,4:58 PM,$342,2 hr 19 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
BNA → ORD → NYC → CHS,620,6h 35m,395,BNA→ORD,United,6:00 AM,7:53 AM,$179,1 hr 53 min,ORD→LGA,American,1:39 PM,4:58 PM,$342,2 hr 19 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
BNA → ORD → NYC → CHS,620,6h 45m,405,BNA→ORD,American,6:42 AM,8:53 AM,$169,2 hr 11 min,ORD→LGA,American,1:39 PM,4:58 PM,$342,2 hr 19 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
BNA → ORD → NYC → CHS,620,6h 35m,395,BNA→ORD,United,7:35 AM,9:28 AM,$179,1 hr 53 min,ORD→LGA,American,1:39 PM,4:58 PM,$342,2 hr 19 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
AUS → ORD → NYC → CHS,620,7h 39m,459,AUS→ORD,American,6:42 AM,9:35 AM,$129,2 hr 53 min,ORD→EWR,United,12:00 PM,3:21 PM,$392,2 hr 21 min,LGA→CHS,Delta,3:50 PM,6:15 PM,$99,2 hr 25 min
AUS → ORD → NYC → CHS,620,7h 37m,457,AUS→ORD,American,6:42 AM,9:35 AM,$129,2 hr 53 min,ORD→EWR,United,12:00 PM,3:21 PM,$392,2 hr 21 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→LGA,United,10:00 AM,1:18 PM,$309,2 hr 18 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→EWR,Spirit,12:47 PM,3:54 PM,$99,2 hr 7 min,JFK→CHS,Delta,6:23 PM,8:49 PM,$319,2 hr 26 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→LGA,United,12:50 PM,4:08 PM,$309,2 hr 18 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→LGA,United,1:55 PM,5:13 PM,$309,2 hr 18 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,620,7h 30m,450,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→EWR,United,4:30 PM,7:55 PM,$309,2 hr 25 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→LGA,United,5:00 PM,8:18 PM,$309,2 hr 18 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → ORD → NYC → CHS,620,7h 23m,443,AUS→ORD,United,7:00 AM,9:50 AM,$202,2 hr 50 min,ORD→LGA,United,6:00 PM,9:18 PM,$309,2 hr 18 min,EWR→CHS,United,9:44 PM,11:59 PM,$109,2 hr 15 min
AUS → NYC → CHS → ORD,620,9h 9m,549,AUS→JFK,American,6:09 AM,11:00 AM,$169,3 hr 51 min,JFK→CHS,Delta,2:47 PM,5:12 PM,$129,2 hr 25 min,CHS→ORD,American,6:32 PM,8:25 PM,$322,2 hr 53 min
AUS → NYC → CHS → ORD,620,8h 51m,531,AUS→EWR,Spirit,9:25 AM,1:54 PM,$209,3 hr 29 min,LGA→CHS,American,2:04 PM,4:33 PM,$89,2 hr 29 min,CHS→ORD,American,6:32 PM,8:25 PM,$322,2 hr 53 min
AUS → ORD → BNA → CHS,620,6h 11m,371,AUS→ORD,United,8:45 AM,11:36 AM,$220,2 hr 51 min,ORD→BNA,United,2:10 PM,4:05 PM,$205,1 hr 55 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
CHS → ORD → NYC → BNA,621,7h 35m,455,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→EWR,American,1:07 PM,4:30 PM,$220,2 hr 23 min,EWR→BNA,United,7:59 PM,9:37 PM,$176,2 hr 38 min
CHS → ORD → NYC → BNA,621,7h 34m,454,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→EWR,American,4:07 PM,7:29 PM,$220,2 hr 22 min,EWR→BNA,United,7:59 PM,9:37 PM,$176,2 hr 38 min
CHS → ORD → NYC → BNA,621,7h 48m,468,CHS→ORD,American,7:07 AM,8:47 AM,$195,2 hr 40 min,ORD→LGA,United,11:00 AM,2:18 PM,$257,2 hr 18 min,JFK→BNA,Delta,7:55 PM,9:45 PM,$169,2 hr 50 min
CHS → ORD → NYC → BNA,621,7h 48m,468,CHS→ORD,American,7:07 AM,8:47 AM,$195,2 hr 40 min,ORD→LGA,United,12:00 PM,3:18 PM,$257,2 hr 18 min,JFK→BNA,Delta,7:55 PM,9:45 PM,$169,2 hr 50 min
CHS → ORD → NYC → BNA,621,7h 48m,468,CHS→ORD,American,7:07 AM,8:47 AM,$195,2 hr 40 min,ORD→LGA,United,3:00 PM,6:18 PM,$257,2 hr 18 min,JFK→BNA,Delta,7:55 PM,9:45 PM,$169,2 hr 50 min
CHS → NYC → ORD → BNA,621,6h 33m,393,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,LGA→ORD,American,7:10 PM,9:04 PM,$139,2 hr 54 min,ORD→BNA,American,10:19 PM,11:59 PM,$169,1 hr 40 min
CHS → NYC → ORD → BNA,621,6h 27m,387,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,LGA→ORD,American,8:29 PM,10:17 PM,$139,2 hr 48 min,ORD→BNA,American,10:19 PM,11:59 PM,$169,1 hr 40 min
CHS → NYC → BNA → ORD,621,6h 45m,405,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,LGA→BNA,American,3:40 PM,5:27 PM,$129,2 hr 47 min,BNA→ORD,United,8:15 PM,10:14 PM,$179,1 hr 59 min
ORD → BNA → NYC → CHS,621,6h 43m,403,ORD→BNA,American,6:49 AM,8:36 AM,$169,1 hr 47 min,BNA→JFK,American,10:28 AM,1:59 PM,$323,2 hr 31 min,JFK→CHS,Delta,2:47 PM,5:12 PM,$129,2 hr 25 min
ORD → BNA → NYC → CHS,621,6h 40m,400,ORD→BNA,American,8:10 AM,9:54 AM,$169,1 hr 44 min,BNA→JFK,American,10:28 AM,1:59 PM,$323,2 hr 31 min,JFK→CHS,Delta,2:47 PM,5:12 PM,$129,2 hr 25 min
NYC → BNA → ORD → CHS,621,7h 8m,428,JFK→BNA,American,8:29 AM,10:12 AM,$119,2 hr 43 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min
NYC → BNA → ORD → CHS,621,7h 0m,420,JFK→BNA,American,8:29 AM,10:12 AM,$119,2 hr 43 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min
BNA → ORD → NYC → CHS,621,6h 42m,402,BNA→ORD,American,9:06 AM,11:05 AM,$265,1 hr 59 min,ORD→LGA,United,12:00 PM,3:18 PM,$257,2 hr 18 min,LGA→CHS,Delta,3:50 PM,6:15 PM,$99,2 hr 25 min
BNA → ORD → NYC → CHS,621,6h 40m,400,BNA→ORD,American,9:06 AM,11:05 AM,$265,1 hr 59 min,ORD→LGA,United,12:00 PM,3:18 PM,$257,2 hr 18 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
BNA → ORD → NYC → CHS,621,6h 40m,400,BNA→ORD,American,9:06 AM,11:05 AM,$265,1 hr 59 min,ORD→LGA,United,3:00 PM,6:18 PM,$257,2 hr 18 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
BNA → ORD → NYC → CHS,621,6h 33m,393,BNA→ORD,United,9:52 AM,11:45 AM,$308,1 hr 53 min,ORD→LGA,American,11:54 AM,3:09 PM,$214,2 hr 15 min,LGA→CHS,Delta,3:50 PM,6:15 PM,$99,2 hr 25 min
BNA → ORD → NYC → CHS,621,6h 31m,391,BNA→ORD,United,9:52 AM,11:45 AM,$308,1 hr 53 min,ORD→LGA,American,11:54 AM,3:09 PM,$214,2 hr 15 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
BNA → ORD → NYC → CHS,621,6h 39m,399,BNA→ORD,American,10:24 AM,12:22 PM,$265,1 hr 58 min,ORD→LGA,United,3:00 PM,6:18 PM,$257,2 hr 18 min,LGA→CHS,Delta,7:00 PM,9:23 PM,$99,2 hr 23 min
CHS → NYC → AUS → BNA,621,8h 33m,513,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→AUS,American,12:40 PM,3:58 PM,$189,4 hr 18 min,AUS→BNA,Delta,6:35 PM,8:51 PM,$119,2 hr 16 min
CHS → NYC → AUS → BNA,621,8h 22m,502,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→AUS,American,12:40 PM,3:58 PM,$189,4 hr 18 min,AUS→BNA,Southwest,10:30 PM,12:35 AM,$119,2 hr 5 min
CHS → NYC → AUS → BNA,621,8h 26m,506,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,JFK→AUS,American,6:00 PM,9:22 PM,$189,4 hr 22 min,AUS→BNA,Southwest,10:30 PM,12:35 AM,$119,2 hr 5 min
CHS → ORD → NYC → AUS,621,9h 8m,548,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→LGA,American,11:54 AM,3:09 PM,$214,2 hr 15 min,EWR→AUS,United,8:22 PM,11:41 PM,$182,4 hr 19 min
AUS → BNA → ORD → CHS,621,6h 30m,390,AUS→BNA,Southwest,6:40 AM,8:45 AM,$119,2 hr 5 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min
AUS → BNA → ORD → CHS,621,6h 22m,382,AUS→BNA,Southwest,6:40 AM,8:45 AM,$119,2 hr 5 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min
AUS → BNA → ORD → CHS,621,6h 30m,390,AUS→BNA,Southwest,8:15 AM,10:20 AM,$119,2 hr 5 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min
AUS → BNA → ORD → CHS,621,6h 22m,382,AUS→BNA,Southwest,8:15 AM,10:20 AM,$119,2 hr 5 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min
AUS → BNA → ORD → CHS,621,6h 39m,399,AUS→BNA,Delta,8:54 AM,11:08 AM,$119,2 hr 14 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min
AUS → BNA → ORD → CHS,621,6h 31m,391,AUS→BNA,Delta,8:54 AM,11:08 AM,$119,2 hr 14 min,BNA→ORD,United,11:45 AM,1:43 PM,$297,1 hr 58 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min
CHS → ORD → NYC → BNA,622,7h 42m,462,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→LGA,United,8:00 AM,11:18 AM,$228,2 hr 18 min,JFK→BNA,Delta,7:55 PM,9:45 PM,$169,2 hr 50 min
CHS → ORD → NYC → BNA,622,7h 42m,462,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→LGA,United,8:50 AM,12:08 PM,$228,2 hr 18 min,JFK→BNA,Delta,7:55 PM,9:45 PM,$169,2 hr 50 min
CHS → ORD → NYC → BNA,622,7h 33m,453,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→EWR,United,9:05 AM,12:26 PM,$221,2 hr 21 min,EWR→BNA,United,7:59 PM,9:37 PM,$176,2 hr 38 min
CHS → ORD → NYC → BNA,622,7h 34m,454,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→EWR,American,10:10 AM,1:30 PM,$188,2 hr 20 min,LGA→BNA,Southwest,5:50 PM,7:30 PM,$209,2 hr 40 min
ORD → NYC → CHS → BNA,622,6h 5m,365,ORD→LGA,United,6:00 AM,9:13 AM,$125,2 hr 13 min,JFK→CHS,Delta,9:55 AM,12:12 PM,$219,2 hr 17 min,CHS→BNA,Southwest,8:50 PM,9:25 PM,$278,1 hr 35 min
NYC → ORD → CHS → BNA,622,6h 44m,404,LGA→ORD,American,8:29 AM,10:17 AM,$139,2 hr 48 min,ORD→CHS,United,10:30 AM,1:51 PM,$205,2 hr 21 min,CHS→BNA,Southwest,8:50 PM,9:25 PM,$278,1 hr 35 min
NYC → ORD → CHS → BNA,622,6h 50m,410,LGA→ORD,American,8:29 AM,10:17 AM,$139,2 hr 48 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min,CHS→BNA,Southwest,8:50 PM,9:25 PM,$278,1 hr 35 min
NYC → ORD → CHS → BNA,622,6h 42m,402,LGA→ORD,American,8:29 AM,10:17 AM,$139,2 hr 48 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min,CHS→BNA,Southwest,8:50 PM,9:25 PM,$278,1 hr 35 min
BNA → ORD → NYC → CHS,622,6h 35m,395,BNA→ORD,American,5:00 AM,6:52 AM,$169,1 hr 52 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,LGA→CHS,American,2:04 PM,4:33 PM,$89,2 hr 29 min
BNA → ORD → NYC → CHS,622,6h 32m,392,BNA→ORD,American,5:00 AM,6:52 AM,$169,1 hr 52 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,LGA→CHS,American,6:30 PM,8:56 PM,$89,2 hr 26 min
BNA → ORD → NYC → CHS,622,6h 54m,414,BNA→ORD,American,6:42 AM,8:53 AM,$169,2 hr 11 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,LGA→CHS,American,2:04 PM,4:33 PM,$89,2 hr 29 min
BNA → ORD → NYC → CHS,622,6h 51m,411,BNA→ORD,American,6:42 AM,8:53 AM,$169,2 hr 11 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,LGA→CHS,American,6:30 PM,8:56 PM,$89,2 hr 26 min
BNA → NYC → ORD → CHS,622,7h 45m,465,BNA→LGA,Delta,6:00 AM,9:32 AM,$229,2 hr 32 min,EWR→ORD,American,10:42 AM,12:28 PM,$188,2 hr 46 min,ORD→CHS,United,2:35 PM,6:02 PM,$205,2 hr 27 min
BNA → NYC → ORD → CHS,622,7h 37m,457,BNA→LGA,Delta,6:00 AM,9:32 AM,$229,2 hr 32 min,EWR→ORD,American,10:42 AM,12:28 PM,$188,2 hr 46 min,ORD→CHS,United,4:20 PM,7:39 PM,$205,2 hr 19 min
CHS → NYC → AUS → BNA,622,8h 19m,499,CHS→JFK,Delta,6:00 AM,8:00 AM,$409,2 hr,EWR→AUS,Spirit,3:10 PM,6:13 PM,$94,4 hr 3 min,AUS→BNA,Delta,6:35 PM,8:51 PM,$119,2 hr 16 min
CHS → NYC → AUS → BNA,622,8h 8m,488,CHS→JFK,Delta,6:00 AM,8:00 AM,$409,2 hr,EWR→AUS,Spirit,3:10 PM,6:13 PM,$94,4 hr 3 min,AUS→BNA,Southwest,10:30 PM,12:35 AM,$119,2 hr 5 min
CHS → NYC → BNA → AUS,622,6h 42m,402,CHS→EWR,United,7:00 AM,8:59 AM,$313,1 hr 59 min,EWR→BNA,United,2:00 PM,3:23 PM,$190,2 hr 23 min,BNA→AUS,Southwest,10:25 PM,12:45 AM,$119,2 hr 20 min
CHS → NYC → BNA → AUS,622,6h 58m,418,CHS→EWR,Spirit,12:08 PM,1:59 PM,$374,1 hr 51 min,LGA→BNA,American,3:40 PM,5:27 PM,$129,2 hr 47 min,BNA→AUS,Southwest,10:25 PM,12:45 AM,$119,2 hr 20 min
CHS → NYC → BNA → AUS,622,6h 52m,412,CHS→EWR,Spirit,12:08 PM,1:59 PM,$374,1 hr 51 min,LGA→BNA,Delta,7:05 PM,8:46 PM,$129,2 hr 41 min,BNA→AUS,Southwest,10:25 PM,12:45 AM,$119,2 hr 20 min
CHS → ORD → NYC → AUS,622,9h 21m,561,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→JFK,American,8:01 AM,11:30 AM,$208,2 hr 29 min,JFK→AUS,American,12:40 PM,3:58 PM,$189,4 hr 18 min
CHS → ORD → NYC → AUS,622,9h 25m,565,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→JFK,American,8:01 AM,11:30 AM,$208,2 hr 29 min,JFK→AUS,American,6:00 PM,9:22 PM,$189,4 hr 22 min
CHS → ORD → NYC → AUS,622,9h 9m,549,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→EWR,American,10:10 AM,1:30 PM,$188,2 hr 20 min,JFK→AUS,Delta,5:55 PM,9:10 PM,$209,4 hr 15 min
CHS → ORD → NYC → AUS,622,9h 25m,565,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→JFK,American,11:22 AM,2:51 PM,$208,2 hr 29 min,JFK→AUS,American,6:00 PM,9:22 PM,$189,4 hr 22 min
AUS → ORD → NYC → CHS,622,7h 32m,452,AUS→ORD,American,6:42 AM,9:35 AM,$129,2 hr 53 min,ORD→JFK,Delta,10:24 AM,1:38 PM,$364,2 hr 14 min,JFK→CHS,Delta,2:47 PM,5:12 PM,$129,2 hr 25 min
CHS → BNA → AUS → ORD,622,7h 10m,430,CHS→BNA,Southwest,6:15 AM,6:50 AM,$195,1 hr 35 min,BNA→AUS,Delta,11:48 AM,2:29 PM,$229,2 hr 41 min,AUS→ORD,American,6:39 PM,9:33 PM,$198,2 hr 54 min
AUS → BNA → ORD → CHS,622,6h 24m,384,AUS→BNA,Southwest,6:40 AM,8:45 AM,$119,2 hr 5 min,BNA→ORD,United,9:52 AM,11:45 AM,$308,1 hr 53 min,ORD→CHS,American,2:36 PM,6:02 PM,$195,2 hr 26 min
AUS → BNA → ORD → CHS,622,6h 15m,375,AUS→BNA,Southwest,6:40 AM,8:45 AM,$119,2 hr 5 min,BNA→ORD,United,9:52 AM,11:45 AM,$308,1 hr 53 min,ORD→CHS,AmericanAlaska,7:49 PM,11:06 PM,$195,2 hr 17 min
CHS → ORD → NYC → BNA,623,7h 26m,446,CHS→ORD,United,6:00 AM,7:34 AM,$225,2 hr 34 min,ORD→JFK,American,8:01 AM,11:30 AM,$208,2 hr 29 min,EWR→BNA,United,2:00 PM,3:23 PM,$190,2 hr 23 min
CHS → BNA → ORD → NYC,623,5h 48m,348,CHS→BNA,Southwest,6:15 AM,6:50 AM,$195,1 hr 35 min,BNA→ORD,Southwest,11:00 AM,12:50 PM,$200,1 hr 50 min,ORD→LGA,United,8:00 PM,11:23 PM,$228,2 hr 23 min
CHS → BNA → ORD → NYC,623,6h 8m,368,CHS→BNA,Southwest,6:15 AM,6:50 AM,$195,1 hr 35 min,BNA→ORD,American,5:04 PM,7:14 PM,$200,2 hr 10 min,ORD→LGA,United,8:00 PM,11:23 PM,$228,2 hr 23 min
ORD → NYC → BNA → CHS,623,6h 11m,371,ORD→LGA,United,6:00 AM,9:13 AM,$125,2 hr 13 min,LGA→BNA,Delta,10:40 AM,12:13 PM,$229,2 hr 33 min,BNA→CHS,Southwest,3:50 PM,6:15 PM,$269,1 hr 25 min
ORD → NYC → BNA → CHS,623,6h 11m,371,ORD→LGA,United,6:00 AM,9:13 AM,$125,2 hr 13 min,LGA→BNA,Delta,1:55 PM,3:28 PM,$229,2 hr 33 min,BNA→CHS,Southwest,3:50 PM,6:15 PM,$269,1 hr 25 min
ORD → NYC → BNA → CHS,623,6h 26m,386,ORD→LGA,American,7:00 AM,10:16 AM,$139,2 hr 16 min,LGA→BNA,Delta,5:05 PM,6:50 PM,$289,2 hr 45 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
ORD → NYC → BNA → CHS,623,6h 26m,386,ORD→LGA,Delta,7:05 AM,10:21 AM,$139,2 hr 16 min,LGA→BNA,Delta,5:05 PM,6:50 PM,$289,2 hr 45 min,BNA→CHS,Southwest,7:05 PM,9:30 PM,$195,1 hr 25 min
ORD → NYC → BNA → CHS,623,6h 4m,364,ORD→LGA,American,8:55 AM,12:11 PM,$164,2 hr 16 min,EWR→BNA,United,2:00 PM,3:23 PM,$190,2 hr 23 min,BNA→CHS,Southwest,3:50 PM,6:15 PM,$269,1 hr 25 min
NYC → CHS → ORD → BNA,623,6h 34m,394,EWR→CHS,United,7:00 AM,9:10 AM,$109,2 hr 10 min,CHS→ORD,United,5:08 PM,6:45 PM,$345,2 hr 37 min,ORD→BNA,American,7:54 PM,9:41 PM,$169,1 hr 47 min
